1	2.5e+06	0.00670314
0.99996	25000	0.0126739
0.99997	33333.3	0.00868511
0.99998	50000	0.00912881
0.99999	100000	0.00936508
1.00001	7.19959e+15	0.00960684
1.00002	2.59106e+26	0.00983191
1.00003	1.24301e+37	0.00960803
1.00004	6.70687e+47	0.00984502
1.00006	2.31242e+69	0.0096128
1.00008	8.9605e+90	0.00983191
1.0001	3.69992e+112	0.00960422
1.00012	1.58982e+134	0.00981283
1.00014	7.01942e+155	0.00983906
1.00016	3.16065e+177	0.00982594
1.00018	1.4443e+199	0.00983596
1.0002	6.67574e+220	0.00983691
1.00022	3.11366e+242	0.00984478
1.00024	1.4629e+264	0.00983906
1.00026	6.9143e+285	0.009902
1.00028	3.28418e+307	0.00984097
1.0003	inf	0.00961494
