1	1.5e+06	3.09944e-05	0.000429869
0.99996	25000	5.96046e-06	0.000380993
0.99997	33333.3	5.96046e-06	0.000387907
0.99998	50000	6.19888e-06	0.000375032
0.99999	100000	5.00679e-06	0.000384808
1.00001	3.26877e+11	5.96046e-06	0.000375032
1.00002	5.34163e+17	1.00136e-05	0.000396013
1.00003	1.16369e+24	5.96046e-06	0.000380039
1.00004	2.85159e+30	5.00679e-06	0.000479937
1.00006	2.02852e+43	5.00679e-06	0.00037694
1.00008	1.62242e+56	1.28746e-05	0.000382185
1.0001	1.3833e+69	5.96046e-06	0.000377893
1.00012	1.22782e+82	5.00679e-06	0.000377893
1.00014	1.12029e+95	5.96046e-06	0.000379086
1.00016	1.04284e+108	5.00679e-06	0.000380039
1.00018	9.85566e+120	7.86781e-06	0.000379801
1.0002	9.42513e+133	5.00679e-06	0.000374794
1.00022	9.099e+146	5.96046e-06	0.000384092
1.00024	8.85205e+159	5.00679e-06	0.000375032
1.00026	8.66682e+172	5.00679e-06	0.000381231
1.00028	8.53086e+185	5.00679e-06	0.000378132
1.0003	8.43503e+198	5.00679e-06	0.000380039
