1	2e+06	7.10487e-05	0.000858068
0.99996	25000	2.59876e-05	0.000627041
0.99997	33333.4	3.00407e-05	0.000583887
0.99998	50000.2	2.7895e-05	0.000637054
0.99999	100001	3.00407e-05	0.000571012
1.00001	4.85058e+13	0.000174046	0.000620127
1.00002	1.17617e+22	2.88486e-05	0.000633001
1.00003	3.8019e+30	2.90871e-05	0.000627995
1.00004	1.38228e+39	1.90735e-05	0.000641823
1.00006	2.16427e+56	2.5034e-05	0.000711918
1.00008	3.80917e+73	2.31266e-05	0.000594854
1.0001	7.1455e+90	0.000114918	0.000607967
1.00012	1.39513e+108	2.90871e-05	0.000605106
1.00014	2.79954e+125	2.5034e-05	0.00060606
1.00016	5.73012e+142	1.81198e-05	0.000665903
1.00018	1.19051e+160	4.00543e-05	0.000624895
1.0002	2.50237e+177	9.98974e-05	0.000640869
1.00022	5.30868e+194	2.59876e-05	0.000616789
1.00024	1.13469e+212	2.98023e-05	0.000579834
1.00026	2.44033e+229	1.90735e-05	0.000591993
1.00028	5.27534e+246	2.88486e-05	0.00058198
1.0003	1.14532e+264	0.000108957	0.000576019
