1	2e+06	0.00939012
0.99996	25000	0.0101099
0.99997	33333.3	0.00899196
0.99998	50000	0.00946498
0.99999	100000	0.00943184
1.00001	4.85117e+13	0.00942802
1.00002	1.17646e+22	0.00992489
1.00003	3.80327e+30	0.00988889
1.00004	1.38294e+39	0.00969696
1.00006	2.16582e+56	0.00989199
1.00008	3.81283e+73	0.00966215
1.0001	7.15408e+90	0.00990605
1.00012	1.39714e+108	0.00943208
1.00014	2.80424e+125	0.00991821
1.00016	5.74113e+142	0.00991201
1.00018	1.19309e+160	0.0099318
1.0002	2.50838e+177	0.00991702
1.00022	5.32271e+194	0.00993419
1.00024	1.13796e+212	0.00943089
1.00026	2.44796e+229	0.009938
1.00028	5.29309e+246	0.0102332
1.0003	1.14945e+264	0.00969505
