1	1e+06	9.41753e-05	0.000479937
0.99996	25000	2.09808e-05	0.000402927
0.99997	33333.3	2.19345e-05	0.000365019
0.99998	50000	1.90735e-05	0.000362873
0.99999	99995.5	1.71661e-05	0.000364065
1.00001	2.20244e+09	2.00272e-05	0.000365973
1.00002	2.42534e+13	2.59876e-05	0.000369072
1.00003	3.56056e+17	1.90735e-05	0.000351906
1.00004	5.87993e+21	1.5974e-05	0.000370026
1.00006	1.89992e+30	1.78814e-05	0.000379086
1.00008	6.90365e+38	6.98566e-05	0.000380039
1.0001	2.67471e+47	1.81198e-05	0.000380993
1.00012	1.07902e+56	2.00272e-05	0.000380039
1.00014	4.47552e+64	1.90735e-05	0.000384808
1.00016	1.89426e+73	2.19345e-05	0.000363827
1.00018	8.14141e+81	2.19345e-05	0.000375032
1.0002	3.54145e+90	2.00272e-05	0.000348091
1.00022	1.55545e+99	2.00272e-05	0.000354052
1.00024	6.88587e+107	1.71661e-05	0.000345945
1.00026	3.06842e+116	2.5034e-05	0.000366926
1.00028	1.37491e+125	1.88351e-05	0.000361919
1.0003	6.1899e+133	2.00272e-05	0.000385046
