1	100000	0.000307083
0.99996	24542.1	0.000636816
0.99997	31673.8	0.000298977
0.99998	43233.4	0.000377893
0.99999	63212.2	0.00029707
1.00001	171827	0.000553846
1.00002	319445	0.00029707
1.00003	636154	0.000508785
1.00004	1.33984e+06	0.000298977
1.00006	6.70594e+06	0.000509977
1.00008	3.72376e+07	0.000298977
1.0001	2.20145e+08	0.000509977
1.00012	1.35531e+09	0.00029707
1.00014	8.58161e+09	0.000509977
1.00016	5.54671e+10	0.000298023
1.00018	3.64187e+11	0.000509977
1.0002	2.42098e+12	0.000298023
1.00022	1.62557e+13	0.000510931
1.00024	1.10054e+14	0.000299215
1.00026	7.50266e+14	0.000672102
1.00028	5.145e+15	0.000519037
1.0003	3.54617e+16	0.000499964
