1	100000	5.4121e-05	0.000108004
0.99996	24542.1	2.31266e-05	0.000100851
0.99997	31673.8	2.69413e-05	0.000136852
0.99998	43233.4	2.59876e-05	0.000100851
0.99999	63212.2	2.09808e-05	9.98974e-05
1.00001	171827	2.40803e-05	9.89437e-05
1.00002	319446	3.38554e-05	0.000102043
1.00003	636157	2.69413e-05	9.5129e-05
1.00004	1.33985e+06	2.28882e-05	0.000108957
1.00006	6.70604e+06	2.5034e-05	9.89437e-05
1.00008	3.72385e+07	3.31402e-05	8.89301e-05
1.0001	2.20153e+08	2.38419e-05	9.48906e-05
1.00012	1.35538e+09	2.21729e-05	9.39369e-05
1.00014	8.58219e+09	2.09808e-05	9.799e-05
1.00016	5.54719e+10	2.59876e-05	9.799e-05
1.00018	3.64225e+11	2.59876e-05	0.000105858
1.0002	2.42128e+12	2.5034e-05	9.70364e-05
1.00022	1.6258e+13	2.7895e-05	9.29832e-05
1.00024	1.10072e+14	2.40803e-05	9.799e-05
1.00026	7.50405e+14	2.40803e-05	0.000102043
1.00028	5.14606e+15	2.28882e-05	0.000102043
1.0003	3.54698e+16	2.71797e-05	0.000137091
