1	1.25e+13	2.40803e-05	0.00271416
0.99996	6.25e+08	5.00679e-06	0.0027051
0.99997	1.11111e+09	4.05312e-06	0.00282717
0.99998	2.5e+09	3.8147e-06	0.00269485
0.99999	1e+10	5.00679e-06	0.00265503
1.00001	2.53982e+33	5.00679e-06	0.002666
1.00002	6.64617e+54	1.3113e-05	0.00286007
1.00003	2.30204e+76	5.00679e-06	0.00269413
1.00004	8.95071e+97	4.05312e-06	0.002707
1.00006	1.59865e+141	5.00679e-06	0.00269508
1.00008	3.20308e+184	1.40667e-05	0.00271201
1.0001	6.82964e+227	5.00679e-06	0.00263405
1.00012	1.51362e+271	5.00679e-06	0.00266314
1.00014	inf	5.00679e-06	0.00270104
1.00016	inf	5.00679e-06	0.0027132
1.00018	inf	7.86781e-06	0.00274706
1.0002	inf	5.00679e-06	0.00269794
1.00022	inf	5.00679e-06	0.00270581
1.00024	inf	7.86781e-06	0.00263119
1.00026	inf	4.05312e-06	0.00266194
1.00028	inf	5.00679e-06	0.00269198
1.0003	inf	5.00679e-06	0.00266004
