1	1.25e+13	0.0134411
0.99996	6.25e+08	0.0163379
0.99997	1.11111e+09	0.0179579
0.99998	2.5e+09	0.0142109
0.99999	1e+10	0.0167999
1.00001	2.53987e+33	0.017951
1.00002	6.64644e+54	0.014204
1.00003	2.30218e+76	0.0171909
1.00004	8.95143e+97	0.0182741
1.00006	1.59884e+141	0.01422
1.00008	3.20359e+184	0.01701
1.0001	6.83101e+227	0.017947
1.00012	1.51398e+271	0.014226
1.00014	inf	0.0172122
1.00016	inf	0.018292
1.00018	inf	0.0142069
1.0002	inf	0.0170009
1.00022	inf	0.0179391
1.00024	inf	0.0142119
1.00026	inf	0.017179
1.00028	inf	0.018373
1.0003	inf	0.01422
