1	1.25e+13	0.0156431
0.99996	6.25e+08	0.0170581
0.99997	1.11111e+09	0.0179639
0.99998	2.5e+09	0.0142159
0.99999	1e+10	0.0170202
1.00001	2.53987e+33	0.0185041
1.00002	6.64644e+54	0.014277
1.00003	2.30218e+76	0.01701
1.00004	8.95143e+97	0.0179491
1.00006	1.59884e+141	0.014226
1.00008	3.20359e+184	0.0170369
1.0001	6.83101e+227	0.0185258
1.00012	1.51398e+271	0.014236
1.00014	inf	0.017019
1.00016	inf	0.017961
1.00018	inf	0.0142212
1.0002	inf	0.0170288
1.00022	inf	0.018502
1.00024	inf	0.0142341
1.00026	inf	0.017014
1.00028	inf	0.0179341
1.0003	inf	0.0142269
