1	750000	8.17776e-05	0.000630856
0.99996	25000	3.00407e-05	0.000553846
0.99997	33333.3	2.90871e-05	0.00052309
0.99998	50000	0.000133991	0.000535965
0.99999	99944.7	3.48091e-05	0.000530958
1.00001	1.80698e+08	3.38554e-05	0.000615835
1.00002	1.63428e+11	4.00543e-05	0.000514984
1.00003	1.96955e+14	3.29018e-05	0.000494003
1.00004	2.6701e+17	6.10352e-05	0.000533104
1.00006	5.81483e+23	2.90871e-05	0.000514984
1.00008	1.42419e+30	5.60284e-05	0.000530958
1.0001	3.71963e+36	4.00543e-05	0.000555992
1.00012	1.01165e+43	3.09944e-05	0.000500917
1.00014	2.82918e+49	4.1008e-05	0.000487089
1.00016	8.07455e+55	2.90871e-05	0.000528812
1.00018	2.34037e+62	3.29018e-05	0.000513077
1.0002	6.86618e+68	4.00543e-05	0.000527143
1.00022	2.03414e+75	3.40939e-05	0.000535011
1.00024	6.07464e+81	3.09944e-05	0.000506878
1.00026	1.82623e+88	3.8147e-05	0.000491142
1.00028	5.52127e+94	3.19481e-05	0.000566959
1.0003	1.67731e+101	2.7895e-05	0.000450134
